,时间 (s),光功率(μW)
1258,920.2,-1000.0
1259,920.3,-1000.0
1260,920.4,-1000.0
1261,920.5,-1000.0
1262,920.6,-1000.0
1263,920.7,-1000.0
1264,920.8,-1000.0
1265,920.9,-1000.0
1266,921.0,-1000.0
1267,921.1,-1000.0
1268,921.2,-955.6
1269,921.3,-942.0
1270,921.4,-1000.0
1271,921.5,-1000.0
1272,921.6,-1000.0
1273,921.7,-1000.0
1274,921.8,-1000.0
1275,921.9,-917.8
1276,922.0,-1000.0
1277,922.1,-1000.0
1278,922.2,-1000.0
1279,922.3,-1000.0
1280,922.4,-1000.0
1281,922.5,-896.3
1282,922.6,-1000.0
1283,922.7,-974.1
1284,922.8,-835.9
1285,922.9,-734.6
1286,923.0,-567.7
1287,923.1,-483.6
1288,923.2,-457.4
1289,923.3,-314.5
1290,923.4,-272.2
1291,923.5,-233.3
1292,923.6,-105.9
1293,923.7,-89.4
1294,923.8,-75.2
1295,923.9,-36.6
1296,924.0,104.9
1297,924.1,133.7
1298,924.2,213.6
1299,924.3,196.8
1300,924.4,176.5
1301,924.5,183.6
1302,924.6,166.9
1303,924.7,163.5
1304,924.8,208.5
1305,924.9,207.2
1306,925.0,210.8
1307,925.1,202.9
1308,925.2,192.9
1309,925.3,218.8
1310,925.4,193.2
1311,925.5,218.7
1312,925.6,287.8
1313,925.7,332.4
1314,925.8,221.9
1315,925.9,288.6
1316,926.0,216.8
1317,926.1,292.4
1318,926.2,311.9
1319,926.3,242.4
1320,926.4,294.3
1321,926.5,252.4
1322,926.6,233.3
1323,926.7,274.0
1324,926.8,208.2
1325,926.9,256.0
1326,927.0,331.0
1327,927.1,296.1
1328,927.2,409.5
1329,927.3,415.7
1330,927.4,339.2
1331,927.5,287.3
1332,927.6,294.7
1333,927.7,-37.1
1334,927.8,185.6
1335,927.9,144.7
1336,928.0,-8.4
1337,928.1,58.8
1338,928.2,393.2
1339,928.3,-137.8
1340,928.4,119.6
1341,928.5,-90.6
1342,928.6,512.1
1343,928.7,118.7
1344,928.8,273.0
1345,928.9,164.1
1346,929.0,548.1
1347,929.1,524.6
1348,929.2,391.3
1349,929.3,423.9
1350,929.4,482.9
1351,929.5,459.3
1352,929.6,355.0
1353,929.7,111.7
1354,929.8,298.7
1355,929.9,477.0
1356,930.0,291.7
1357,930.1,253.6
1358,930.2,-207.5
1359,930.3,-626.6
1360,930.4,-903.4
1361,930.5,-1000.0
1362,930.6,-1000.0
1363,930.7,-1000.0
1364,930.8,-1000.0
1365,930.9,-890.4
1366,931.0,-1000.0
1367,931.1,-1000.0
1368,931.2,-1000.0
1369,931.3,-987.9
1370,931.4,-1000.0
1371,931.5,-1000.0
1372,931.6,-1000.0
1373,931.7,-1000.0
1374,931.8,-1000.0
1375,931.9,-1000.0
1376,932.0,-1000.0
1377,932.1,-1000.0
1378,932.2,-1000.0
1379,932.3,-1000.0
1380,932.4,-1000.0
1381,932.5,-1000.0
1382,932.6,-1000.0
1383,932.7,-779.8
1384,932.8,-557.6
1385,932.9,-409.9
1386,933.0,-302.3
1387,933.1,-236.5
1388,933.2,-263.7
1389,933.3,-204.1
1390,933.4,-166.5
1391,933.5,-136.4
1392,933.6,-141.5
1393,933.7,-106.4
1394,933.8,-89.6
1395,933.9,-127.8
1396,934.0,-79.7
1397,934.1,79.0
1398,934.2,150.7
1399,934.3,197.0
1400,934.4,204.5
1401,934.5,248.7
1402,934.6,176.2
1403,934.7,254.8
1404,934.8,236.3
1405,934.9,219.4
1406,935.0,276.1
1407,935.1,270.4
1408,935.2,285.7
1409,935.3,260.6
1410,935.4,252.1
1411,935.5,221.6
1412,935.6,206.6
1413,935.7,53.2
1414,935.8,9.5
1415,935.9,-59.6
1416,936.0,-113.6
1417,936.1,-254.5
1418,936.2,-380.6
1419,936.3,-459.7
1420,936.4,-548.0
1421,936.5,-606.2
1422,936.6,-684.8
1423,936.7,-875.3
1424,936.8,-947.1
1425,936.9,-1000.0
1426,937.0,-963.2
1427,937.1,-1000.0
1428,937.2,-1000.0
1429,937.3,-1000.0
1430,937.4,-855.2
1431,937.5,-1000.0
1432,937.6,-1000.0
1433,937.7,-1000.0
1434,937.8,-1000.0
1435,937.9,-981.5
1436,938.0,-863.1
1437,938.1,-597.0
1438,938.2,-469.3
1439,938.3,-8.9
1440,938.4,288.6
1441,938.5,-21.2
1442,938.6,374.4
1443,938.7,347.4
1444,938.8,-185.4
1445,938.9,-433.1
1446,939.0,-770.0
1447,939.1,-939.6
1448,939.2,-1000.0
1449,939.3,-1000.0
1450,939.4,-826.5
1451,939.5,-1000.0
1452,939.6,-1000.0
1453,939.7,-1000.0
1454,939.8,-1000.0
1455,939.9,-1000.0
1456,940.0,-1000.0
1457,940.1,-1000.0
1458,940.2,-1000.0
1459,940.3,-1000.0
1460,940.4,-1000.0
1461,940.5,-1000.0
1462,940.6,-829.3
1463,940.7,-971.7
1464,940.8,-983.5
1465,940.9,-1000.0
1466,941.0,-820.5
1467,941.1,-1000.0
1468,941.2,-971.2
1469,941.3,-771.7
1470,941.4,-598.3
1471,941.5,-422.4
1472,941.6,-327.0
1473,941.7,-195.4
1474,941.8,-83.6
1475,941.9,16.6
1476,942.0,69.3
1477,942.1,148.3
1478,942.2,206.5
1479,942.3,195.2
1480,942.4,196.5
1481,942.5,208.2
1482,942.6,203.3
1483,942.7,182.7
1484,942.8,273.6
1485,942.9,202.0
1486,943.0,246.0
1487,943.1,215.3
1488,943.2,270.4
1489,943.3,323.9
1490,943.4,231.0
1491,943.5,265.9
1492,943.6,266.5
1493,943.7,339.7
1494,943.8,254.3
1495,943.9,261.2
1496,944.0,325.3
1497,944.1,290.2
1498,944.2,338.0
1499,944.3,380.3
1500,944.4,322.9
1501,944.5,232.5
1502,944.6,299.8
1503,944.7,132.5
1504,944.8,102.1
1505,944.9,132.8
1506,945.0,419.3
1507,945.1,132.9
1508,945.2,355.8
1509,945.3,202.0
1510,945.4,201.7
1511,945.5,351.7
1512,945.6,577.3
1513,945.7,557.3
1514,945.8,155.1
1515,945.9,373.1
1516,946.0,190.1
1517,946.1,164.3
1518,946.2,283.0
1519,946.3,285.3
1520,946.4,-38.2
1521,946.5,-578.0
1522,946.6,-951.5
1523,946.7,-1000.0
1524,946.8,-1000.0
1525,946.9,-1000.0
1526,947.0,-1000.0
1527,947.1,-1000.0
1528,947.2,-846.6
1529,947.3,-1000.0
1530,947.4,-1000.0
1531,947.5,-1000.0
1532,947.6,-1000.0
1533,947.7,-1000.0
1534,947.8,-1000.0
1535,947.9,-1000.0
1536,948.0,-1000.0
1537,948.1,-1000.0
1538,948.2,-1000.0
1539,948.3,-827.6
1540,948.4,-1000.0
1541,948.5,-1000.0
1542,948.6,-772.7
1543,948.7,-477.3
1544,948.8,-304.9
1545,948.9,-280.9
1546,949.0,-265.5
1547,949.1,-169.5
1548,949.2,-158.0
1549,949.3,-104.5
1550,949.4,-142.9
1551,949.5,-78.2
1552,949.6,-92.8
1553,949.7,-4.5
1554,949.8,112.2
1555,949.9,193.1
1556,950.0,225.0
1557,950.1,207.0
1558,950.2,252.8
1559,950.3,254.9
1560,950.4,215.5
1561,950.5,194.9
1562,950.6,260.3
1563,950.7,226.1
1564,950.8,233.5
1565,950.9,277.5
1566,951.0,284.6
1567,951.1,276.1
1568,951.2,264.2
1569,951.3,206.4
1570,951.4,188.4
1571,951.5,115.3
1572,951.6,-1.0
1573,951.7,-75.5
1574,951.8,-135.2
1575,951.9,-208.8
1576,952.0,-304.9
1577,952.1,-382.3
1578,952.2,-483.5
1579,952.3,-535.3
1580,952.4,-624.9
1581,952.5,-799.6
1582,952.6,-889.8
1583,952.7,-967.9
1584,952.8,-1000.0
1585,952.9,-1000.0
1586,953.0,-1000.0
1587,953.1,-1000.0
1588,953.2,-1000.0
1589,953.3,-972.9
1590,953.4,-1000.0
1591,953.5,-1000.0
1592,953.6,-1000.0
1593,953.7,-1000.0
1594,953.8,-1000.0
1595,953.9,-1000.0
1596,954.0,-1000.0
1597,954.1,-968.2
1598,954.2,-792.0
1599,954.3,-654.1
1600,954.4,-298.6
1601,954.5,-135.7
1602,954.6,16.5
1603,954.7,236.0
1604,954.8,42.6
1605,954.9,416.4
1606,955.0,-20.5
1607,955.1,-383.4
1608,955.2,-640.9
1609,955.3,-917.5
1610,955.4,-1000.0
1611,955.5,-1000.0
1612,955.6,-1000.0
1613,955.7,-986.2
1614,955.8,-1000.0
1615,955.9,-1000.0
1616,956.0,-920.5
1617,956.1,-904.4
1618,956.2,-1000.0
1619,956.3,-853.6
1620,956.4,-1000.0
1621,956.5,-1000.0
1622,956.6,-1000.0
1623,956.7,-1000.0
1624,956.8,-1000.0
1625,956.9,-809.0
1626,957.0,-1000.0
1627,957.1,-1000.0
1628,957.2,-1000.0
1629,957.3,-884.9
1630,957.4,-1000.0
1631,957.5,-1000.0
1632,957.6,-1000.0
1633,957.7,-1000.0
1634,957.8,-906.7
1635,957.9,-712.2
1636,958.0,-618.0
1637,958.1,-456.4
1638,958.2,-396.6
1639,958.3,-330.4
1640,958.4,-302.1
1641,958.5,-165.9
1642,958.6,-176.0
1643,958.7,-162.8
1644,958.8,-135.7
1645,958.9,-82.1
1646,959.0,-21.4
1647,959.1,7.7
1648,959.2,-6.3
1649,959.3,70.8
1650,959.4,170.9
1651,959.5,201.5
1652,959.6,284.3
1653,959.7,248.2
1654,959.8,253.6
1655,959.9,234.6
1656,960.0,239.7
1657,960.1,184.4
1658,960.2,220.8
1659,960.3,236.5
1660,960.4,252.4
1661,960.5,176.0
1662,960.6,219.9
1663,960.7,227.8
1664,960.8,233.8
1665,960.9,281.5
1666,961.0,250.9
1667,961.1,216.6
1668,961.2,202.1
1669,961.3,173.8
1670,961.4,269.4
1671,961.5,220.1
1672,961.6,191.6
1673,961.7,273.9
1674,961.8,270.2
1675,961.9,298.6
1676,962.0,263.7
1677,962.1,269.8
1678,962.2,226.4
1679,962.3,284.1
1680,962.4,292.2
1681,962.5,224.3
1682,962.6,257.7
1683,962.7,192.4
1684,962.8,332.2
1685,962.9,310.8
1686,963.0,283.5
1687,963.1,349.3
1688,963.2,284.0
1689,963.3,277.8
1690,963.4,271.2
1691,963.5,297.8
1692,963.6,275.1
1693,963.7,330.8
1694,963.8,252.2
1695,963.9,283.6
1696,964.0,285.2
1697,964.1,243.7
1698,964.2,263.6
1699,964.3,232.5
1700,964.4,275.8
1701,964.5,275.6
1702,964.6,276.3
1703,964.7,316.8
1704,964.8,327.1
1705,964.9,263.2
1706,965.0,335.1
1707,965.1,330.6
1708,965.2,237.2
1709,965.3,322.7
1710,965.4,353.5
1711,965.5,261.8
1712,965.6,296.6
1713,965.7,271.9
1714,965.8,272.7
1715,965.9,282.1
1716,966.0,277.7
1717,966.1,316.6
1718,966.2,298.9
1719,966.3,243.3
1720,966.4,277.9
1721,966.5,252.2
1722,966.6,287.5
1723,966.7,262.7
1724,966.8,305.8
1725,966.9,263.5
1726,967.0,359.4
1727,967.1,332.3
1728,967.2,251.2
1729,967.3,306.5
1730,967.4,310.7
1731,967.5,307.2
1732,967.6,238.8
1733,967.7,246.5
1734,967.8,199.9
1735,967.9,287.3
1736,968.0,288.9
1737,968.1,269.8
1738,968.2,280.5
1739,968.3,291.5
1740,968.4,268.1
1741,968.5,360.2
1742,968.6,223.0
1743,968.7,226.9
1744,968.8,317.3
1745,968.9,207.6
1746,969.0,196.8
1747,969.1,308.7
1748,969.2,217.3
1749,969.3,327.1
1750,969.4,234.1
1751,969.5,271.3
1752,969.6,283.7
1753,969.7,262.2
1754,969.8,306.9
1755,969.9,249.2
1756,970.0,277.3
1757,970.1,301.7
1758,970.2,263.9
1759,970.3,265.4
1760,970.4,211.0
1761,970.5,215.4
1762,970.6,225.0
1763,970.7,385.3
1764,970.8,295.7
1765,970.9,308.0
1766,971.0,279.6
1767,971.1,359.6
1768,971.2,318.0
1769,971.3,312.6
1770,971.4,297.2
1771,971.5,284.7
1772,971.6,302.4
1773,971.7,258.7
1774,971.8,324.7
1775,971.9,393.4
1776,972.0,322.4
1777,972.1,354.9
1778,972.2,186.1
1779,972.3,359.4
1780,972.4,242.7
1781,972.5,317.4
1782,972.6,275.1
1783,972.7,280.8
1784,972.8,234.8
1785,972.9,223.5
1786,973.0,280.0
1787,973.1,250.1
1788,973.2,249.3
1789,973.3,329.4
1790,973.4,301.6
1791,973.5,287.3
1792,973.6,221.2
1793,973.7,251.8
1794,973.8,269.3
1795,973.9,253.3
1796,974.0,290.4
1797,974.1,317.5
1798,974.2,310.0
1799,974.3,295.2
1800,974.4,292.4
1801,974.5,292.2
1802,974.6,268.6
1803,974.7,309.0
1804,974.8,274.6
1805,974.9,318.4
1806,975.0,259.7
1807,975.1,276.2
1808,975.2,297.6
1809,975.3,303.7
1810,975.4,290.7
1811,975.5,313.4
1812,975.6,310.8
1813,975.7,346.0
1814,975.8,345.1
1815,975.9,299.7
1816,976.0,320.2
1817,976.1,314.5
1818,976.2,380.9
1819,976.3,312.7
1820,976.4,317.9
1821,976.5,328.5
1822,976.6,290.3
1823,976.7,319.8
1824,976.8,327.2
1825,976.9,277.1
1826,977.0,329.5
1827,977.1,343.8
1828,977.2,318.9
1829,977.3,317.0
1830,977.4,300.5
1831,977.5,350.9
1832,977.6,327.7
1833,977.7,381.1
1834,977.8,363.8
1835,977.9,302.8
1836,978.0,286.7
1837,978.1,314.3
1838,978.2,316.3
1839,978.3,296.6
1840,978.4,318.0
1841,978.5,332.0
1842,978.6,316.2
1843,978.7,309.6
1844,978.8,359.7
1845,978.9,368.7
1846,979.0,285.5
1847,979.1,356.0
1848,979.2,341.7
1849,979.3,266.8
1850,979.4,348.3
1851,979.5,344.3
1852,979.6,319.7
1853,979.7,281.9
1854,979.8,354.2
1855,979.9,342.7
1856,980.0,364.3
1857,980.1,280.6
1858,980.2,316.8
1859,980.3,331.6
1860,980.4,327.2
1861,980.5,311.6
1862,980.6,280.7
1863,980.7,345.4
1864,980.8,329.6
1865,980.9,349.3
1866,981.0,324.6
1867,981.1,341.7
1868,981.2,363.8
1869,981.3,318.5
1870,981.4,352.1
1871,981.5,338.0
1872,981.6,303.9
1873,981.7,317.4
1874,981.8,367.9
1875,981.9,334.8
1876,982.0,378.0
1877,982.1,307.8
1878,982.2,314.8
1879,982.3,294.0
1880,982.4,303.1
1881,982.5,290.2
1882,982.6,370.5
1883,982.7,282.2
1884,982.8,322.5
1885,982.9,323.4
1886,983.0,327.6
1887,983.1,320.7
1888,983.2,332.9
1889,983.3,297.2
1890,983.4,371.5
1891,983.5,259.5
1892,983.6,303.3
1893,983.7,273.0
1894,983.8,269.4
1895,983.9,333.5
1896,984.0,378.6
1897,984.1,334.4
1898,984.2,326.7
1899,984.3,248.4
1900,984.4,270.2
1901,984.5,318.5
1902,984.6,261.7
1903,984.7,282.2
1904,984.8,331.5
1905,984.9,266.2
1906,985.0,383.3
1907,985.1,246.5
1908,985.2,386.7
1909,985.3,384.5
1910,985.4,322.9
1911,985.5,372.2
1912,985.6,343.4
1913,985.7,377.0
1914,985.8,466.6
1915,985.9,326.5
1916,986.0,481.0
1917,986.1,333.8
1918,986.2,381.1
1919,986.3,412.0
1920,986.4,368.5
1921,986.5,303.4
1922,986.6,349.5
1923,986.7,343.8
1924,986.8,335.0
1925,986.9,350.1
1926,987.0,342.7
1927,987.1,361.1
1928,987.2,465.4
1929,987.3,348.5
1930,987.4,355.3
1931,987.5,367.2
1932,987.6,344.7
1933,987.7,346.9
1934,987.8,272.4
1935,987.9,194.8
1936,988.0,202.4
1937,988.1,182.5
1938,988.2,180.1
1939,988.3,299.0
1940,988.4,153.7
1941,988.5,161.3
1942,988.6,261.1
1943,988.7,330.1
1944,988.8,288.1
1945,988.9,208.7
1946,989.0,263.2
1947,989.1,261.1
1948,989.2,-78.4
1949,989.3,57.1
1950,989.4,435.5
1951,989.5,351.3
1952,989.6,233.9
1953,989.7,522.2
1954,989.8,304.8
1955,989.9,398.2
1956,990.0,-17.7
1957,990.1,535.3
1958,990.2,97.2
1959,990.3,396.5
1960,990.4,-60.1
1961,990.5,125.9
1962,990.6,213.1
1963,990.7,321.7
1964,990.8,446.2
1965,990.9,131.4
1966,991.0,223.5
1967,991.1,231.6
1968,991.2,244.8
1969,991.3,407.3
1970,991.4,251.5
1971,991.5,386.6
1972,991.6,243.4
1973,991.7,599.2
1974,991.8,570.5
1975,991.9,338.7
1976,992.0,541.0
1977,992.1,462.7
1978,992.2,266.4
1979,992.3,330.2
1980,992.4,210.5
1981,992.5,284.4
1982,992.6,328.8
1983,992.7,502.4
1984,992.8,206.2
1985,992.9,409.5
1986,993.0,321.8
1987,993.1,330.3
1988,993.2,494.6
1989,993.3,583.7
1990,993.4,520.9
1991,993.5,223.6
1992,993.6,430.9
1993,993.7,420.3
1994,993.8,474.2
1995,993.9,471.5
1996,994.0,325.2
1997,994.1,428.4
1998,994.2,463.7
1999,994.3,279.7
2000,994.4,363.7
2001,994.5,271.9
2002,994.6,223.6
2003,994.7,164.1
2004,994.8,46.9
2005,994.9,-57.7
2006,995.0,-272.1
2007,995.1,-445.9
2008,995.2,-586.2
2009,995.3,-714.0
2010,995.4,-894.6
2011,995.5,-985.9
2012,995.6,-1000.0
2013,995.7,-1000.0
2014,995.8,-1000.0
2015,995.9,-1000.0
2016,996.0,-1000.0
2017,996.1,-1000.0
2018,996.2,-1000.0
2019,996.3,-1000.0
2020,996.4,-1000.0
2021,996.5,-1000.0
2022,996.6,-1000.0
2023,996.7,-1000.0
2024,996.8,-1000.0
2025,996.9,-1000.0
2026,997.0,-1000.0
2027,997.1,-1000.0
2028,997.2,-1000.0
2029,997.3,-1000.0
2030,997.4,-872.5
2031,997.5,-1000.0
2032,997.6,-1000.0
2033,997.7,-1000.0
2034,997.8,-1000.0
2035,997.9,-1000.0
2036,998.0,-1000.0
2037,998.1,-1000.0
2038,998.2,-1000.0
2039,998.3,-1000.0
2040,998.4,-1000.0
2041,998.5,-1000.0
2042,998.6,-1000.0
2043,998.7,-1000.0
2044,998.8,-1000.0
2045,998.9,-1000.0
2046,999.0,-1000.0
2047,999.1,-1000.0
2048,999.2,-997.0
2049,999.3,-881.1
2050,999.4,-1000.0
2051,999.5,-850.0
2052,999.6,-1000.0
2053,999.7,-1000.0
2054,999.8,-1000.0
2055,999.9,-1000.0
2056,1000.0,-1000.0
2057,1000.1,-1000.0
2058,1000.2,-1000.0
2059,1000.3,-1000.0
2060,1000.4,-1000.0
2061,1000.5,-1000.0
2062,1000.6,-1000.0
2063,1000.7,-1000.0
2064,1000.8,-1000.0
2065,1000.9,-1000.0
2066,1001.0,-1000.0
2067,1001.1,-1000.0
2068,1001.2,-1000.0
2069,1001.3,-1000.0
2070,1001.4,-1000.0
2071,1001.5,-1000.0
2072,1001.6,-1000.0
2073,1001.7,-1000.0
2074,1001.8,-1000.0
2075,1001.9,-898.6
2076,1002.0,-855.3
2077,1002.1,-402.3
2078,1002.2,-565.2
2079,1002.3,-452.2
2080,1002.4,-218.4
2081,1002.5,-231.1
2082,1002.6,-218.3
2083,1002.7,-199.8
2084,1002.8,-199.7
2085,1002.9,-150.0
2086,1003.0,-166.0
2087,1003.1,-131.0
2088,1003.2,-107.4
2089,1003.3,-72.4
2090,1003.4,-106.1
2091,1003.5,-74.6
2092,1003.6,-31.6
2093,1003.7,-32.8
2094,1003.8,-84.1
2095,1003.9,-51.2
2096,1004.0,-35.5
2097,1004.1,-60.0
2098,1004.2,-36.1
2099,1004.3,-71.1
2100,1004.4,-73.0
2101,1004.5,-101.7
2102,1004.6,-128.2
2103,1004.7,-72.6
2104,1004.8,29.5
2105,1004.9,124.9
2106,1005.0,149.4
2107,1005.1,212.4
2108,1005.2,148.1
2109,1005.3,206.9
2110,1005.4,223.1
2111,1005.5,181.9
2112,1005.6,248.6
2113,1005.7,190.2
2114,1005.8,223.6
2115,1005.9,222.5
2116,1006.0,212.6
2117,1006.1,236.5
2118,1006.2,220.6
2119,1006.3,236.8
2120,1006.4,246.8
2121,1006.5,235.0
2122,1006.6,249.2
2123,1006.7,271.0
2124,1006.8,169.9
2125,1006.9,-11.0
2126,1007.0,-51.4
2127,1007.1,-96.6
2128,1007.2,-112.3
2129,1007.3,-185.2
2130,1007.4,-274.5
2131,1007.5,-21.4
2132,1007.6,37.1
2133,1007.7,-8.4
2134,1007.8,-47.3
2135,1007.9,-79.5
2136,1008.0,-131.6
2137,1008.1,-142.5
2138,1008.2,-227.6
2139,1008.3,-289.4
2140,1008.4,-306.3
2141,1008.5,-373.6
2142,1008.6,-492.0
2143,1008.7,-525.2
2144,1008.8,-587.6
2145,1008.9,-636.4
2146,1009.0,-702.9
2147,1009.1,-834.9
2148,1009.2,-919.5
2149,1009.3,-921.2
2150,1009.4,-947.4
2151,1009.5,-1000.0
2152,1009.6,-979.5
2153,1009.7,-1000.0
2154,1009.8,-1000.0
2155,1009.9,-1000.0
2156,1010.0,-1000.0
2157,1010.1,-1000.0
2158,1010.2,-1000.0
2159,1010.3,-989.6
2160,1010.4,-970.8
2161,1010.5,-1000.0
2162,1010.6,-1000.0
2163,1010.7,-1000.0
2164,1010.8,-1000.0
2165,1010.9,-964.5
2166,1011.0,-1000.0
2167,1011.1,-784.8
2168,1011.2,-480.4
2169,1011.3,-220.5
2170,1011.4,-90.8
2171,1011.5,345.7
2172,1011.6,277.3
2173,1011.7,339.8
2174,1011.8,-108.6
2175,1011.9,-189.4
2176,1012.0,-529.6
2177,1012.1,-905.1
2178,1012.2,-843.1
2179,1012.3,-1000.0
2180,1012.4,-1000.0
2181,1012.5,-1000.0
2182,1012.6,-773.2
2183,1012.7,-1000.0
2184,1012.8,-1000.0
2185,1012.9,-1000.0
2186,1013.0,-858.6
2187,1013.1,-912.4
2188,1013.2,-1000.0
2189,1013.3,-1000.0
2190,1013.4,-1000.0
2191,1013.5,-1000.0
2192,1013.6,-1000.0
2193,1013.7,-1000.0
2194,1013.8,-1000.0
2195,1013.9,-777.4
2196,1014.0,-1000.0
2197,1014.1,-1000.0
2198,1014.2,-894.5
2199,1014.3,-1000.0
2200,1014.4,-1000.0
2201,1014.5,-1000.0
2202,1014.6,-944.8
2203,1014.7,-736.4
2204,1014.8,-502.0
2205,1014.9,-386.3
2206,1015.0,-320.3
2207,1015.1,-190.9
2208,1015.2,-169.2
2209,1015.3,-112.9
2210,1015.4,-7.7
2211,1015.5,75.6
2212,1015.6,168.3
2213,1015.7,237.7
2214,1015.8,203.1
2215,1015.9,229.0
2216,1016.0,181.5
2217,1016.1,210.4
2218,1016.2,206.5
2219,1016.3,289.4
2220,1016.4,253.3
2221,1016.5,206.6
2222,1016.6,210.8
2223,1016.7,261.3
2224,1016.8,197.0
2225,1016.9,232.6
2226,1017.0,258.2
2227,1017.1,294.0
2228,1017.2,238.5
2229,1017.3,263.5
2230,1017.4,284.9
2231,1017.5,283.0
2232,1017.6,366.4
2233,1017.7,266.1
2234,1017.8,268.9
2235,1017.9,299.6
2236,1018.0,326.1
2237,1018.1,327.2
2238,1018.2,231.8
2239,1018.3,251.3
2240,1018.4,357.4
2241,1018.5,108.9
2242,1018.6,60.7
2243,1018.7,-47.0
2244,1018.8,356.7
2245,1018.9,161.6
2246,1019.0,520.6
2247,1019.1,285.7
2248,1019.2,541.1
2249,1019.3,445.7
2250,1019.4,252.1
2251,1019.5,272.9
2252,1019.6,401.3
2253,1019.7,531.5
2254,1019.8,543.3
2255,1019.9,196.1
2256,1020.0,-290.2
2257,1020.1,-753.4
2258,1020.2,-1000.0
2259,1020.3,-981.4
2260,1020.4,-1000.0
2261,1020.5,-881.9
2262,1020.6,-1000.0
2263,1020.7,-1000.0
2264,1020.8,-1000.0
2265,1020.9,-1000.0
2266,1021.0,-1000.0
2267,1021.1,-1000.0
2268,1021.2,-847.7
2269,1021.3,-1000.0
2270,1021.4,-1000.0
2271,1021.5,-507.8
2272,1021.6,-288.7
2273,1021.7,-222.9
2274,1021.8,-179.0
2275,1021.9,-186.1
2276,1022.0,-97.9
2277,1022.1,-100.4
2278,1022.2,-149.7
2279,1022.3,-123.6
2280,1022.4,16.1
2281,1022.5,175.2
2282,1022.6,185.1
2283,1022.7,204.1
2284,1022.8,211.2
2285,1022.9,221.0
2286,1023.0,196.8
2287,1023.1,167.2
2288,1023.2,79.6
2289,1023.3,-132.9
2290,1023.4,-238.6
2291,1023.5,-301.8
2292,1023.6,-440.1
2293,1023.7,-500.8
2294,1023.8,-535.6
2295,1023.9,-387.1
2296,1024.0,-545.5
2297,1024.1,-650.8
2298,1024.2,-850.2
2299,1024.3,-920.3
2300,1024.4,-961.1
2301,1024.5,-894.2
2302,1024.6,-932.8
2303,1024.7,-1000.0
2304,1024.8,-955.6
2305,1024.9,-1000.0
2306,1025.0,-1000.0
2307,1025.1,-1000.0
2308,1025.2,-780.1
2309,1025.3,-661.6
2310,1025.4,-223.6
2311,1025.5,116.2
2312,1025.6,312.9
2313,1025.7,-31.1
2314,1025.8,-24.5
2315,1025.9,-616.7
2316,1026.0,-823.9
2317,1026.1,-924.8
2318,1026.2,-1000.0
2319,1026.3,-1000.0
2320,1026.4,-1000.0
2321,1026.5,-1000.0
2322,1026.6,-1000.0
2323,1026.7,-1000.0
2324,1026.8,-1000.0
2325,1026.9,-1000.0
2326,1027.0,-1000.0
2327,1027.1,-1000.0
2328,1027.2,-1000.0
2329,1027.3,-1000.0
2330,1027.4,-782.4
2331,1027.5,-1000.0
2332,1027.6,-1000.0
2333,1027.7,-1000.0
2334,1027.8,-1000.0
2335,1027.9,-1000.0
2336,1028.0,-831.4
2337,1028.1,-600.2
2338,1028.2,-426.8
2339,1028.3,-272.4
2340,1028.4,-129.1
2341,1028.5,-50.6
2342,1028.6,53.2
2343,1028.7,136.2
2344,1028.8,206.6
2345,1028.9,256.8
2346,1029.0,184.0
2347,1029.1,213.7
2348,1029.2,196.5
2349,1029.3,244.7
2350,1029.4,193.1
2351,1029.5,242.2
2352,1029.6,223.1
2353,1029.7,181.9
2354,1029.8,342.7
2355,1029.9,331.5
2356,1030.0,189.1
2357,1030.1,305.4
2358,1030.2,300.6
2359,1030.3,304.3
2360,1030.4,309.7
2361,1030.5,300.3
2362,1030.6,300.5
2363,1030.7,258.6
2364,1030.8,254.1
2365,1030.9,307.1
2366,1031.0,349.5
2367,1031.1,382.6
2368,1031.2,227.9
2369,1031.3,97.1
2370,1031.4,540.4
2371,1031.5,150.5
2372,1031.6,43.2
2373,1031.7,431.6
2374,1031.8,45.7
2375,1031.9,106.9
2376,1032.0,290.3
2377,1032.1,511.9
2378,1032.2,441.9
2379,1032.3,489.3
2380,1032.4,238.8
2381,1032.5,327.1
2382,1032.6,205.7
2383,1032.7,345.7
2384,1032.8,312.5
2385,1032.9,217.0
2386,1033.0,-283.5
2387,1033.1,-979.5
2388,1033.2,-1000.0
2389,1033.3,-1000.0
2390,1033.4,-1000.0
2391,1033.5,-1000.0
2392,1033.6,-1000.0
2393,1033.7,-1000.0
2394,1033.8,-1000.0
2395,1033.9,-1000.0
2396,1034.0,-1000.0
2397,1034.1,-1000.0
2398,1034.2,-986.8
2399,1034.3,-1000.0
2400,1034.4,-1000.0
2401,1034.5,-1000.0
2402,1034.6,-1000.0
2403,1034.7,-770.7
2404,1034.8,-150.7
2405,1034.9,-95.6
2406,1035.0,-119.4
2407,1035.1,-266.6
2408,1035.2,-218.2
2409,1035.3,-164.1
2410,1035.4,-141.7
2411,1035.5,-82.3
2412,1035.6,-89.4
2413,1035.7,-34.5
2414,1035.8,54.7
2415,1035.9,250.0
2416,1036.0,175.6
2417,1036.1,217.6
2418,1036.2,220.6
2419,1036.3,227.4
2420,1036.4,321.7
2421,1036.5,294.9
2422,1036.6,232.6
2423,1036.7,268.3
2424,1036.8,248.6
